LOCATION,TIME,Value
SVN,2012,59453.6698
SVN,2013,61380.0548
SVN,2014,63620.5569
SVN,2015,65256.5161
SVN,2016,68629.8079
SVN,2017,75190.6374
SVN,1995,13564.15645
SVN,1996,14263.10178
SVN,1997,15268.04664
SVN,1998,16034.88089
SVN,1999,17061.43655
SVN,2000,18046.05465
SVN,2001,18956.32322
SVN,2002,20299.93324
SVN,2003,21127.84071
SVN,2004,22773.89959
SVN,2005,23941.23464
SVN,2006,25750.57684
SVN,2007,27595.55278
SVN,2008,29614.5876
SVN,2009,27449.18593
SVN,2010,27736.15538
SVN,2011,28804.7273
SVN,2012,28906.32874
SVN,2013,29802.65341
SVN,2014,30856.80321
SVN,2015,31627.25541
SVN,2016,33240.72976
SVN,2017,36399.7683
ZAF,1970,47934.4381
ZAF,1971,52495.235
ZAF,1972,55687.6105
ZAF,1973,61505.8598
ZAF,1974,71211.4459
ZAF,1975,79372.1408
ZAF,1976,85831.6163
ZAF,1977,91216.0748
ZAF,1978,100495.408
ZAF,1979,112919.5939
ZAF,1980,133253.1959
ZAF,1981,153674.7951
ZAF,1982,162816.6348
ZAF,1983,165912.0954
ZAF,1984,180544.9367
ZAF,1985,184161.6783
ZAF,1986,187927.771
ZAF,1987,196876.31
ZAF,1988,212138.4314
ZAF,1989,228537.8968
ZAF,1990,235395.555
ZAF,1991,240754.0727
ZAF,1992,240979.4484
ZAF,1993,249756.4285
ZAF,1994,263320.9567
ZAF,1995,277188.2079
ZAF,1996,294404.0984
ZAF,1997,307368.5753
ZAF,1998,312311.7729
ZAF,1999,324568.4992
ZAF,2000,345745.3017
ZAF,2001,363297.8757
ZAF,2002,382404.5348
ZAF,2003,401532.1828
ZAF,2004,431364.1329
ZAF,2005,468739.8867
ZAF,2006,510214.4182
ZAF,2007,551870.6782
ZAF,2008,580652.1694
ZAF,2009,576063.0025
ZAF,2010,600823.721
ZAF,2011,633367.7416
ZAF,2012,659311.5949
ZAF,2013,686609.5803
ZAF,2014,711841.1183
ZAF,2015,728767.6078
ZAF,2016,742237.9725
ZAF,2017,765567.4799
ZAF,1985,5699.29117
ZAF,1986,5683.360554
ZAF,1987,5820.282739
ZAF,1988,6132.482625
ZAF,1989,6462.045029
ZAF,1990,6512.332079
ZAF,1991,6517.474653
ZAF,1992,6384.322626
ZAF,1993,6476.917933
ZAF,1994,6686.259293
ZAF,1995,6894.620731
ZAF,1996,7177.841419
ZAF,1997,7349.020224
ZAF,1998,7328.6406
ZAF,1999,7482.181843
ZAF,2000,7838.632675
ZAF,2001,8105.749293
ZAF,2002,8327.474258
ZAF,2003,8642.426981
ZAF,2004,9173.917364
ZAF,2005,9847.081746
ZAF,2006,10584.28772
ZAF,2007,11301.78231
ZAF,2008,11735.26145
ZAF,2009,11486.2726
ZAF,2010,11815.5201
ZAF,2011,12234.12962
ZAF,2012,12600.21291
ZAF,2013,12929.4325
ZAF,2014,13203.67061
ZAF,2015,13310.7044
ZAF,2016,13344.81782
ZAF,2017,13544.60535
DEW,1970,276730.6332
DEW,1971,299905.2689
DEW,1972,326366.4528
DEW,1973,360571.1344
DEW,1974,396464.788
DEW,1975,429433.1614
DEW,1976,475429.9819
DEW,1977,521828.0136
DEW,1978,575265.783
DEW,1979,648588.426
DEW,1980,717053.7483
DEW,1981,788133.178
DEW,1982,833736.0232
DEW,1983,880268.7505
DEW,1984,937246.1143
DEW,1985,989736.4548
DEW,1986,1032794.152
DEW,1987,1074006.333
DEW,1988,1152817.388
DEW,1989,1244310.092
DEW,1990,1358156.873
DEW,1991,1475016.799
DEW,1970,4562.672226
DEW,1971,4892.259126
DEW,1972,5291.97128
DEW,1973,5817.915555
DEW,1974,6389.028716
DEW,1975,6945.497442
DEW,1976,7726.674065
DEW,1977,8498.827583
DEW,1978,9380.302036
DEW,1979,10570.38782
DEW,1980,11646.91142
DEW,1981,12777.36095
DEW,1982,13526.33154
DEW,1983,14331.25622
DEW,1984,15320.73746
DEW,1985,16218.80661
DEW,1986,16912.75262
DEW,1987,17584.46441
DEW,1988,18760.25042
DEW,1989,20049.14509
DEW,1990,21471.47805
DEW,1991,23020.52001
EU28,1995,8739292.803
EU28,1996,9088261.324
EU28,1997,9490166.738
EU28,1998,9918868.83
EU28,1999,10315116.71
EU28,2000,11025575.07
EU28,2001,11587954.59
EU28,2002,12140418.15
EU28,2003,12477358.61
EU28,2004,13129725.83
EU28,2005,13654999.32
EU28,2006,14826148.96
EU28,2007,15779595.76
EU28,2008,16558828.96
EU28,2009,16210337.27
EU28,2010,16780024.08
EU28,2011,17519688.26
EU28,2012,17841854.19
EU28,2013,18508523.57
EU28,2014,19090247.26
EU28,2015,19734720.25
EU28,2016,20560391.16
EU28,2017,21778775.42
EU28,1995,18088.05187
EU28,1996,18785.91005
EU28,1997,19589.89281
EU28,1998,20449.30153
EU28,1999,21222.43967
EU28,2000,22632.21536
EU28,2001,23744.87143
EU28,2002,24822.74434
EU28,2003,25415.01884
EU28,2004,26642.47791
EU28,2005,27591.00125
EU28,2006,29849.62522
EU28,2007,31639.98861
EU28,2008,33072.0947
EU28,2009,32259.61673
EU28,2010,33311.68528
EU28,2011,34703.35974
EU28,2012,35257.90735
EU28,2013,36499.32204
EU28,2014,37557.55106
EU28,2015,38714.55579
EU28,2016,40209.21212
EU28,2017,42493.57698
OECD,1970,3185114.963
OECD,1971,3472882.025
OECD,1972,3822672.357
OECD,1973,4284159.299
OECD,1974,4722362.464
OECD,1975,5182153.867
OECD,1976,5734400.65
OECD,1977,6313684.344
OECD,1978,7061087.64
OECD,1979,7945033.015
OECD,1980,8777253.274
OECD,1981,9827118.505
OECD,1982,10446715.83
OECD,1983,11178056.28
OECD,1984,12132417.5
OECD,1985,12984173.38
OECD,1986,13639626.8
OECD,1987,14494331.2
OECD,1988,15688564.18
OECD,1989,16917796.68
OECD,1990,18085144.32
OECD,1991,18977589.1
OECD,1992,19855049.73
OECD,1993,20621087.65
OECD,1994,21703440.97
OECD,1995,22748577.4
OECD,1996,23935462.73
OECD,1997,25233101.13
OECD,1998,26098073.57
OECD,1999,27335132.39
OECD,2000,29234615.62
OECD,2001,30353827.98
OECD,2002,31548108.06
OECD,2003,32698127.96
OECD,2004,34670780.15
OECD,2005,36574189.53
OECD,2006,39270590.21
OECD,2007,41466181.86
OECD,2008,42842874.55
OECD,2009,41981925.02
OECD,2010,43860254.08
OECD,2011,45859362.52
OECD,2012,47355976.61
OECD,2013,49336945.92
OECD,2014,51104072.55
OECD,2015,52917534
OECD,2016,54678884.44
OECD,2017,57328444.48
OECD,1970,3568.368365
OECD,1971,3842.7744
OECD,1972,4181.236201
OECD,1973,4629.013079
OECD,1974,5048.734787
OECD,1975,5484.344683
OECD,1976,6011.872837
OECD,1977,6557.425787
OECD,1978,7265.686111
OECD,1979,8098.256459
OECD,1980,8854.975324
OECD,1981,9826.382804
OECD,1982,10357.95042
OECD,1983,10994.85958
OECD,1984,11842.5525
OECD,1985,12576.87778
OECD,1986,13110.64445
OECD,1987,13829.02272
OECD,1988,14851.72315
OECD,1989,15882.87196
OECD,1990,16830.44665
OECD,1991,17497.12435
OECD,1992,18143.31769
OECD,1993,18684.73548
OECD,1994,19515.31104
OECD,1995,20300.20471
OECD,1996,21207.97343
OECD,1997,22201.29286
OECD,1998,22809.52128
OECD,1999,23732.08361
OECD,2000,25208.00496
OECD,2001,25997.02935
OECD,2002,26829.48012
OECD,2003,27613.10558
OECD,2004,29083.38851
OECD,2005,30471.96427
OECD,2006,32496.54954
OECD,2007,34060.44196
OECD,2008,34925.19383
OECD,2009,33980.48079
OECD,2010,35279.16822
OECD,2011,36670.4404
OECD,2012,37650.02045
OECD,2013,39009.20023
OECD,2014,40170.90285
OECD,2015,41353.21824
OECD,2016,42473.75564
OECD,2017,44287.27477
OECDE,1994,8949248.41
OECDE,1995,9423631.375
OECDE,1996,9840179.296
OECDE,1997,10331437.71
OECDE,1998,10603976.19
OECDE,1999,11008357.88
OECDE,2000,11809319.89
OECDE,2001,12350757.4
OECDE,2002,12909084.64
OECDE,2003,13256553.09
OECDE,2004,13996273.01
OECDE,2005,14615011.08
OECDE,2006,15923490.5
OECDE,2007,16961177.46
OECDE,2008,17820903.85
OECDE,2009,17431363.39
OECDE,2010,18173674.94
OECDE,2011,19123317.04
OECDE,2012,19557100.99
OECDE,2013,20392137.85
OECDE,2014,21131157.18
OECDE,2015,21908157.66
OECDE,2016,22750015.29
OECDE,2017,24126245.41
OECDE,1995,18190.14907
OECDE,1996,18926.55956
OECDE,1997,19804.1634
OECDE,1998,20262.16527
OECDE,1999,20960.58828
OECDE,2000,22394.92371
OECDE,2001,23324.63254
OECDE,2002,24251.67283
OECDE,2003,24767.50299
OECDE,2004,26006.34183
OECDE,2005,26996.77337
OECDE,2006,29259.39211
OECDE,2007,30978.47369
OECDE,2008,32349.80459
OECDE,2009,31465.19824
OECDE,2010,32658.70785
OECDE,2011,34214.4001
OECDE,2012,34839.10055
OECDE,2013,36184.47991
OECDE,2014,37340.92528
OECDE,2015,38536.71018
OECDE,2016,39827.52124
OECDE,2017,42073.16823
LVA,1994,14835.3909
LVA,1995,13688.4228
LVA,1996,14243.2885
LVA,1997,15775.9223
LVA,1998,17054.9689
LVA,1999,17702.1172
LVA,2000,18986.1028
LVA,2001,21116.6284
LVA,2002,23263.4734
LVA,2003,25228.4994
LVA,2004,27642.6463
LVA,2005,31001.8513
LVA,2006,34944.8372
LVA,2007,39890.387
LVA,2008,42310.1591
LVA,2009,36133.912
LVA,2010,36830.0626
LVA,2011,40727.3581
LVA,2012,43234.9688
LVA,2013,45639.6205
LVA,2014,47467.8776
LVA,2015,48891.4038
LVA,2016,50634.306
LVA,2017,55086.4544
LVA,1995,5508.295523
LVA,1996,5796.500471
LVA,1997,6484.541115
LVA,1998,7076.694796
LVA,1999,7405.194403
LVA,2000,8019.090469
LVA,2001,9033.078821
LVA,2002,10069.13309
LVA,2003,11026.01799
LVA,2004,12215.04476
LVA,2005,13847.83979
LVA,2006,15750.40339
LVA,2007,18123.55015
LVA,2008,19428.60513
LVA,2009,16869.33449
LVA,2010,17560.80356
LVA,2011,19781.84554
LVA,2012,21259.78844
LVA,2013,22674.54579
LVA,2014,23802.37063
LVA,2015,24726.18336
LVA,2016,25842.55802
LVA,2017,28378.06736
BRA,1995,1310242.024
BRA,1996,1363613.273
BRA,1997,1434038.967
BRA,1998,1454506.782
BRA,1999,1483692.43
BRA,2000,1579859.26
BRA,2001,1638207.314
BRA,2002,1714154.986
BRA,2003,1768265.267
BRA,2004,1921620.503
BRA,2005,2046851.616
BRA,2006,2193224.82
BRA,2007,2388048.551
BRA,2008,2558849.7
BRA,2009,2575039.63
BRA,2010,2803066.11
BRA,2011,2974955.345
BRA,2012,3088323.998
BRA,2013,3232670.078
BRA,2014,3307409.584
BRA,2015,3224597.686
BRA,2016,3156493.767
BRA,2017,3237511.632
BRA,2000,9091.892265
BRA,2001,9296.974644
BRA,2002,9603.149244
BRA,2003,9785.188819
BRA,2004,10508.40812
BRA,2005,11064.59252
BRA,2006,11724.61212
BRA,2007,12632.61971
BRA,2008,13396.39825
BRA,2009,13343.49442
BRA,2010,14382.76105
BRA,2011,15131.73384
BRA,2012,15572.82619
BRA,2013,16163.01194
BRA,2014,16396.24183
BRA,2015,15847.58256
BRA,2016,15385.77831
BRA,2017,15651.38854
LTU,1995,21498.8072
LTU,1996,22976.1693
LTU,1997,25275.9583
LTU,1998,27553.4068
LTU,1999,27565.2834
LTU,2000,29597.8148
LTU,2001,32804.7686
LTU,2002,36132.8008
LTU,2003,41213.9341
LTU,2004,44008.1265
LTU,2005,48263.165
LTU,2006,53903.0059
LTU,2007,61703.4058
LTU,2008,66344.1401
LTU,2009,57393.9799
LTU,2010,62226.6379
LTU,2011,69205.5214
LTU,2012,73672.7647
LTU,2013,78853.6972
LTU,2014,82617.2732
LTU,2015,83981.8598
LTU,2016,86907.2825
LTU,2017,94052.44
LTU,1995,5924.005185
LTU,1996,6379.433952
LTU,1997,7069.8026
LTU,1998,7763.053794
LTU,1999,7821.713687
LTU,2000,8457.726753
LTU,2001,9451.595725
LTU,2002,10494.3647
LTU,2003,12067.74925
LTU,2004,13031.43298
LTU,2005,14526.15953
LTU,2006,16484.55841
LTU,2007,19095.57157
LTU,2008,20744.01133
LTU,2009,18145.90711
LTU,2010,20090.72403
LTU,2011,22854.32403
LTU,2012,24658.08639
LTU,2013,26660.57762
LTU,2014,28174.26101
LTU,2015,28910.31386
LTU,2016,30299.95929
LTU,2017,33324.9589
SAU,1990,448031.5884
SAU,1991,532422.5173
SAU,1992,566273.1464
SAU,1993,571840.8105
SAU,1994,587272.3818
SAU,1995,600792.9936
SAU,1996,627895.4209
SAU,1997,645691.322
SAU,1998,671583.2045
SAU,1999,656200.8621
SAU,2000,708886.447
SAU,2001,716263.1225
SAU,2002,706755.7762
SAU,2003,801887.158
SAU,2004,889509.7966
SAU,2005,969306.0348
SAU,2006,1026943.954
SAU,2007,1073748.388
SAU,2008,1163234.035
SAU,2009,1147932.242
SAU,2010,1220509.058
SAU,2011,1370239.542
SAU,2012,1470995.696
SAU,2013,1535099.554
SAU,2014,1619725.082
SAU,2015,1704523.728
SAU,2016,1755109.839
SAU,2017,1781100.207
SAU,1990,27441.45679
SAU,1991,31564.37721
SAU,1992,32584.07204
SAU,1993,32018.4107
SAU,1994,32071.95103
SAU,1995,32066.50791
SAU,1996,32819.84481
SAU,1997,33102.90975
SAU,1998,33777.675
SAU,1999,32334.07581
SAU,2000,34139.65495
SAU,2001,33621.70673
SAU,2002,32262.66043
SAU,2003,35550.27705
SAU,2004,38293.2545
SAU,2005,40547.14566
SAU,2006,41782.54446
SAU,2007,42520.36251
SAU,2008,44841.92394
SAU,2009,43055.81405
SAU,2010,44502.42385
SAU,2011,48524.63247
SAU,2012,50573.39067
SAU,2013,51264.86615
SAU,2014,52628.25204
SAU,2015,54013.87805
SAU,2016,54378.6981
EA19,1995,6476069.402
EA19,1996,6696363.435
EA19,1997,6988473.687
EA19,1998,7333359.799
EA19,1999,7636894.097
EA19,2000,8139651.894
EA19,2001,8549828.546
EA19,2002,8932790.525
EA19,2003,9117264.613
EA19,2004,9528659.791
EA19,2005,9922037.927
EA19,2006,10766600.2
EA19,2007,11455466.11
EA19,2008,11958846.7
EA19,2009,11696073.59
EA19,2010,12045805.4
EA19,2011,12564557.72
EA19,2012,12720103.32
EA19,2013,13162051.53
EA19,2014,13532008.42
EA19,2015,13952253.03
EA19,2016,14563365.69
EA19,2017,15390451.66
EA19,1995,20455.27838
EA19,1996,21102.8041
EA19,1997,21976.7409
EA19,1998,23018.24195
EA19,1999,23917.5298
EA19,2000,25412.88499
EA19,2001,26604.40524
EA19,2002,27657.7108
EA19,2003,28076.44961
EA19,2004,29190.56076
EA19,2005,30232.35266
EA19,2006,32658.28924
EA19,2007,34562.38213
EA19,2008,35902.27895
EA19,2009,35001.75451
EA19,2010,35964.98906
EA19,2011,37421.23149
EA19,2012,37787.18133
EA19,2013,39015.34079
EA19,2014,40023.45616
EA19,2015,41142.76454
EA19,2016,42805.30898
EA19,2017,45134.35045
ARG,2004,482221.8635
ARG,2005,541392.354
ARG,2006,602383.4919
ARG,2007,674119.6017
ARG,2008,715230.3322
ARG,2009,678009.4763
ARG,2010,755779.9706
ARG,2011,817697.5348
ARG,2012,824212.3259
ARG,2013,857668.5632
ARG,2014,851124.2585
ARG,2015,883851.7737
ARG,2016,878813.8706
ARG,2017,920247.9327
ARG,2004,12615.02285
ARG,2005,14028.61614
ARG,2006,15457.2244
ARG,2007,17128.76313
ARG,2008,17995.02673
ARG,2009,16893.6432
ARG,2010,18529.26294
ARG,2011,19817.45048
ARG,2012,19749.52612
ARG,2013,20322.48618
ARG,2014,19946.90021
ARG,2015,20491.80354
ARG,2016,20160.73529
ARG,2017,20893.44435
CRI,1991,16539.1378
CRI,1992,18465.5872
CRI,1993,20241.3722
CRI,1994,21596.2597
CRI,1995,22951.6467
CRI,1996,23647.8237
CRI,1997,25391.1684
CRI,1998,27451.4384
CRI,1999,28969.7675
CRI,2000,30735.4843
CRI,2001,32533.177
CRI,2002,34119.9535
CRI,2003,36281.2437
CRI,2004,38895.5034
CRI,2005,41701.0602
CRI,2006,46093.1667
CRI,2007,51184.8982
CRI,2008,54615.5238
CRI,2009,54496.1975
CRI,2010,57893.3231
CRI,2011,61633.6108
CRI,2012,65779.9091
CRI,2013,68358.9285
CRI,2014,72031.9233
CRI,2015,75457.4063
CRI,2016,79596.3872
CRI,2017,83614.8519
CRI,1991,5336.343602
CRI,1992,5827.658048
CRI,1993,6250.047392
CRI,1994,6478.128395
CRI,1995,6690.088576
CRI,1996,6722.279692
CRI,1997,7033.950447
CRI,1998,7424.679541
CRI,1999,7649.647926
CRI,2000,7942.33039
CRI,2001,8229.90926
CRI,2002,8480.331804
CRI,2003,8888.359539
CRI,2004,9377.668722
CRI,2005,9895.269471
CRI,2006,10767.00136
CRI,2007,11792.03272
CRI,2008,12404.79557
CRI,2009,12191.18306
CRI,2010,12733.11504
CRI,2011,13428.85808
CRI,2012,14144.64437
CRI,2013,14512.48218
CRI,2014,15098.94931
CRI,2015,15623.77063
CRI,2016,16284.11989
CRI,2017,16900.45899
BGR,1995,64592.2181
BGR,1996,56694.8046
BGR,1997,47351.6325
BGR,1998,50706.4591
BGR,1999,47351.9054
BGR,2000,52108.2608
BGR,2001,55334.4062
BGR,2002,60553.089
BGR,2003,64870.9733
BGR,2004,70399.4067
BGR,2005,78207.6986
BGR,2006,85994.4489
BGR,2007,96587.2715
BGR,2008,107360.167
BGR,2009,105310.2248
BGR,2010,110445.9535
BGR,2011,115193.3673
BGR,2012,118415.9404
BGR,2013,120389.8475
BGR,2014,126666.8371
BGR,2015,130542.1786
BGR,2016,138995.0651
BGR,2017,148228.6263
BGR,1995,7683.999914
BGR,1996,6779.383505
BGR,1997,5696.733052
BGR,1998,6141.186066
BGR,1999,5767.150637
BGR,2000,6377.865827
BGR,2001,6992.582007
BGR,2002,7695.241896
BGR,2003,8291.749298
BGR,2004,9047.416787
BGR,2005,10104.48437
BGR,2006,11169.53182
BGR,2007,12609.69287
BGR,2008,14082.98625
BGR,2009,13883.77139
BGR,2010,14659.10764
BGR,2011,15676.13304
BGR,2012,16208.28849
BGR,2013,16570.94864
BGR,2014,17534.31953
BGR,2015,18186.45058
BGR,2016,19500.35718
BGR,2017,20948.24011
HRV,1995,36731.8342
HRV,1996,39524.9717
HRV,1997,42858.4803
HRV,1998,44286.5375
HRV,1999,44395.3944
HRV,2000,47601.2454
HRV,2001,50170.1242
HRV,2002,54519.3746
HRV,2003,58279.7908
HRV,2004,62457.9153
HRV,2005,65904.2225
HRV,2006,75073.8669
HRV,2007,83340.2427
HRV,2008,89802.0305
HRV,2009,86253.552
HRV,2010,84965.6998
HRV,2011,88859.4888
HRV,2012,90287.2262
HRV,2013,92803.8448
HRV,2014,93571.4326
HRV,2015,96717.1612
HRV,2016,102373.7342
HRV,2017,108457.1419
HRV,1995,8249.413655
HRV,1996,9177.61791
HRV,1997,10063.79449
HRV,1998,10485.29659
HRV,1999,10033.62844
HRV,2000,10755.73328
HRV,2001,11667.74887
HRV,2002,12664.52947
HRV,2003,13537.69821
HRV,2004,14495.86887
HRV,2005,15285.08037
HRV,2006,17406.37441
HRV,2007,19311.03389
HRV,2008,20822.40388
HRV,2009,20025.05106
HRV,2010,19778.00119
HRV,2011,20729.8384
HRV,2012,21152.30201
HRV,2013,21797.98818
HRV,2014,22071.33686
HRV,2015,23019.7838
HRV,2016,24542.81692
CYP,1995,11110.0119
CYP,1996,11439.2321
CYP,1997,11925.343
CYP,1998,12737.7376
CYP,1999,13501.9593
CYP,2000,14776.7981
CYP,2001,16045.2874
CYP,2002,16716.2393
CYP,2003,17421.0832
CYP,2004,18870.0376
CYP,2005,20504.1767
CYP,2006,22517.194
CYP,2007,25200.0759
CYP,2008,27393.6188
CYP,2009,27382.894
CYP,2010,27562.984
CYP,2011,28242.7407
CYP,2012,27572.5722
CYP,2013,26393.1879
CYP,2014,25907.989
CYP,2015,26767.7832
CYP,2016,28682.6219
CYP,2017,30953.4799
CYP,1995,17070.00372
CYP,1996,17298.09788
CYP,1997,17779.11738
CYP,1998,18758.17329
CYP,1999,19662.09309
CYP,2000,21292.21628
CYP,2001,22872.82591
CYP,2002,23556.93877
CYP,2003,24252.97713
CYP,2004,25921.0935
CYP,2005,27763.12283
CYP,2006,29984.3455
CYP,2007,32850.02564
CYP,2008,34823.93137
CYP,2009,33888.25239
CYP,2010,33230.59488
CYP,2011,33192.35089
CYP,2012,31914.73095
CYP,2013,30620.71431
CYP,2014,30390.4603
CYP,2015,31578.29419
CYP,2016,33682.40429
CYP,2017,36012.56036
MLT,1995,5239.6748
MLT,1996,5538.6878
MLT,1997,5902.2285
MLT,1998,6194.9704
MLT,1999,6520.5525
MLT,2000,7132.8817
MLT,2001,7239.2508
MLT,2002,7754.9087
MLT,2003,8283.1078
MLT,2004,8561.4991
MLT,2005,8990.8343
MLT,2006,9412.9236
MLT,2007,10124.7198
MLT,2008,10722.8428
MLT,2009,10782.0332
MLT,2010,11527.0251
MLT,2011,11905.1973
MLT,2012,12365.0383
MLT,2013,13238.9344
MLT,2014,14505.332
MLT,2015,16084.878
MLT,2016,17455.9722
MLT,2017,19413.1273
MLT,1995,13869.48066
MLT,1996,14575.56127
MLT,1997,15419.07313
MLT,1998,16079.58698
MLT,1999,16827.91622
MLT,2000,18291.22238
MLT,2001,18416.04543
MLT,2002,19586.4042
MLT,2003,20782.24364
MLT,2004,21341.85627
MLT,2005,22265.71912
MLT,2006,23227.41045
MLT,2007,24892.4959
MLT,2008,26193.23036
MLT,2009,26141.31485
MLT,2010,27811.50461
MLT,2011,28599.603
MLT,2012,29436.23382
MLT,2013,31071.99842
MLT,2014,33354.71538
MLT,2015,36117.8323
MLT,2016,38308.32188
MLT,2017,41437.19871
PER,2007,230555.1967
PER,2008,256532.3318
PER,2009,261313.0182
PER,2010,286544.2978
PER,2011,310964.9003
PER,2012,336137.1143
PER,2013,361555.9504
PER,2014,376731.4462
PER,2007,8094.796648
PER,2008,8905.19766
PER,2009,8969.960922
PER,2010,9725.916416
PER,2011,10435.87132
PER,2012,11154.05192
PER,2013,11863.962
PER,2014,12225.91376
ROU,1995,123708.3007
ROU,1996,130656.476
ROU,1997,126408.6353
ROU,1998,125629.7085
ROU,1999,126569.1427
ROU,2000,131919.6514
ROU,2001,145481.567
ROU,2002,156006.853
ROU,2003,168731.0408
ROU,2004,195877.4458
ROU,2005,207301.9459
ROU,2006,247703.6776
ROU,2007,288031.7563
ROU,2008,343529.7724
ROU,2009,335915.7927
ROU,2010,343515.598
ROU,2011,360795.6513
ROU,2012,379729.7919
ROU,2013,395621.7783
ROU,2014,410588.3739
ROU,2015,428643.8381
ROU,2016,470258.0727
ROU,2017,520941.1769
ROU,1995,5454.282149
ROU,1996,5779.3114
ROU,1997,5606.716392
ROU,1998,5582.847844
ROU,1999,5635.8104
ROU,2000,5880.027482
ROU,2001,6492.281103
ROU,2002,7197.289004
ROU,2003,7820.90234
ROU,2004,9131.028129
ROU,2005,9723.506315
ROU,2006,11687.58137
ROU,2007,13792.65585
ROU,2008,16726.66673
ROU,2009,16492.7842
ROU,2010,16966.41435
ROU,2011,17907.57097
ROU,2012,18929.53064
ROU,2013,19792.28145
ROU,2014,20615.54011
ROU,2015,21627.16076
ROU,2016,23863.05822
ROU,2017,26518.62632
MKD,2000,12467.4705
MKD,2001,12315.9719
MKD,2002,12919.2732
MKD,2003,13352.7362
MKD,2004,14564.11
MKD,2005,15987.092
MKD,2006,17711.702
MKD,2007,19090.8158
MKD,2008,21537.2533
MKD,2009,22582.48
MKD,2010,23345.0292
MKD,2011,24064.1409
MKD,2012,24558.7773
MKD,2013,26269.5955
MKD,2014,27776.0224
MKD,2015,28759.5142
MKD,2016,30822.7897
MKD,2017,31852.3343
MKD,2000,6152.67377
MKD,2001,6052.425616
MKD,2002,6395.18274
MKD,2003,6588.175479
MKD,2004,7165.458647
MKD,2005,7848.910192
MKD,2006,8681.23662
MKD,2007,9341.944994
MKD,2008,10521.89866
MKD,2009,11012.23941
MKD,2010,11360.08941
MKD,2011,11689.91256
MKD,2012,11915.69772
MKD,2013,12727.31987
MKD,2014,13434.78213
MKD,2015,13891.96842
MKD,2016,14872.34666
ZMB,2006,29635.2031
ZMB,2007,32960.164
ZMB,2008,36225
ZMB,2009,39849.7166
ZMB,2010,44492.4027
ZMB,2011,47953.1119
ZMB,2012,52572.487
ZMB,2013,56089.8814
ZMB,2014,59768.3363
ZMB,2015,62184.1641
ZMB,2006,2393.130563
ZMB,2007,2589.991464
ZMB,2008,2768.962578
ZMB,2009,2961.39133
ZMB,2010,3212.440198
ZMB,2011,3361.649639
ZMB,2012,3576.374986
ZMB,2013,3701.51812
ZMB,2014,3826.159388
ZMB,2015,3862.229627

